team_number,name,nickname,location,website
3117,Bombardier Aéronautique/Université de Sherbrooke &amp; École du Triolet,Harfangs,"Sherbrooke, QC, Canada",None
3119,SRT/AT&amp;amp;T &amp; Crockett Technical High School &amp; Detroit Public Schools District,Rockets,"Detroit, MI, USA",http://detroit-crockett.com
3120,Comcast NBCU / Wagner Engineering &amp; Survey, Inc. &amp; Notre Dame High School,RoboKnights,"Sherman Oaks, CA, USA",http://ndroboknights.com/
3121,Buckeye Regional &amp; Field High School,Alloy Fingerprints,"Portage County, OH, USA",None
3122,3M &amp; New Ulm High School,The Eagles,"New Ulm, MN, USA",http://3122robotics.wordpress.com/
3123,VideoRay / Superior Tube / gPARSEC / Lockheed Martin / Comcast &amp; Owen J. Roberts High School,Wildcogs,"Pottstown, PA, USA",http://www.team3123.com
3124,Oklahoma State Department of Education &amp; Edmond North High School &amp; Edmond Public Schools,Cyberian Huskies,"Edmond, OK, USA",None
3125,Gerber Technology, Inc./United Technologies Corporation/Capitol Region Education Council/AT&amp;amp;T &amp; Greater Hartford Academy of Math and Science,Pirates of the Pythagorean,"Hartford, CT, USA",http://www.ghafirstrobotics.org/
3126,NASA/The Marie Le Doux Foundation/BAE Systems/Elbit Systems/Willis Optomech/Vaupell/Local Supporters &amp; Safford Robotics Group,FlashPoint,"Hollis, NH, USA",http://www.flashpointrobotics.org/FlashPoint_Robotics/Home.html
3128,SAIC/Qualcomm/Nordson Corporation Foundation/ViaSat, Inc./Mindtel LLC/Omni Rational &amp; Canyon Crest Academy High School,Aluminum Narwhals,"San Diego, CA, USA",http://team3128.org/
3129,JCPenney &amp; 4-H University of California,Green MacHHHHine,"Mountain View, CA, USA",http://www.greenmachhhhine.com/
3130,3M Company &amp; East Ridge High School,The East Ridge Robotic Ominous RaptorS - the ERRORS,"Woodbury, MN, USA",http://www.error3130.org
3131,The Boeing Company / Intel / Oregon Dept of Education / Quickor Suspension &amp; Gladstone High School,Gladiators,"Gladstone, OR, USA",http://www.gladstonerobotics.com
3132,Macquarie University/Altium/BAE Systems/Google/National Instruments/Rockwell Automation &amp; Greater Sydney High Schools,Thunder Down Under,"Sydney, NSW, Australia",http://www.thethunderdownunder.org
3133,Employees of Microchip Technology/PTC &amp; Coronado High Shool,CyberDons,"Scottsdale, AZ, USA",http://coronadorobotics.com
3134,Cass Lake Bena,The Accelerators,"Cass Lake, MN, USA",None
3135,Francis W. Parker School,Robotic Colonels,"Chicago, IL, USA",None
3136,Seacom, inc./Hanover County Public Schools &amp; Patrick Henry High School,Official Robot Constructors of America (ORCA),"Ashland, VA, USA",http://hcps2.hanover.k12.va.us/phhs/index.htm
3137,Rockwell Automation &amp; Connetquot Central School District,T-Birds,"Bohemia, NY, USA",http://connetquot-robotics.webs.com/
3138,National Defense Education Program/RPG Industries/Booz Allen Hamilton/Teradata Corporation/Midmark Corporation/Thyssenkrupp Copper and Brass Sales/RB Jergens Contractors/SAIC &amp; Innovators Robotics Inc. &amp; iSpace Science,Innovators Robotics,"Dayton, OH, USA",http://www.InnovatorsRobotics.com
3139,BAE Systems &amp; Oxford,Omega,"Oxford, AL, USA",http://oxfordomega3139.com/
3140,Knox County Schools / ORNL / UT Battelle / Northrop Grumman Remotec / East TN Section ASME / TVA / MillenniTEK LLC / American Centrifuge Manufacturing / Chili&#39;s &amp; Farragut High School,Flagship,"Knoxville, TN, USA",http://www.team3140.org
3141,UTC &amp; Oliver Wolcott Technical High School,Team Alchemy,"Torrington, CT, USA",http://www.team-alchemy.org/
3142,NASA/National Defense Education Program/Johnson &amp; Johnson/ThorLabs &amp; Newton High School,Aperture,"Newton, NJ, USA",http://newtonroboticsteam.org/
3143,BAE Systems/jcpenney &amp; Norfolk Technical Center,NTC Night Hawks,"Norfolk, VA, USA",http://www.ntcrobotics.com
3144,Whitten-Newman Foundation/Anautic,Inc/Tinker Airforce Base/OKC Foundation/W.D. Distributing/Industrial Specialties/USA Screen Printing &amp; Northwest Classen High school,KRYPTO-KNIGHTS,"2801 N.W. 27TH, OK, USA",http://www.krypto-knights.org
3145,University of Idaho/Discover Technology/IBM Corp/ExtraTech Corporation/Coeur d&#39;Alene Rotary/F5/Esterline, Advanced Input Systems/Platt Electric/Hydrafab Northwest/Ink Drop Signs/CC3D/Viking Booster Club/Ashlar-Vellum &amp; Coeur d&#39;Alene High School,TeraViks,"Coeur d&#39;Alene, ID, USA",http://www.teraviks.com
3146,United Technologies / Ensign Bickford Aerospace &amp; Defense / Westwood Products Inc. / PTC / The Connecticut Light and Power Company and Yankee Gas / Granby Education Foundation / Monster Accessories &amp; Granby Memorial Middle,GRANBY GRUNTS,"Granby, CT, USA",None
3147,Hammond Optimist Clu/Munster Booster Club &amp; Munster High School,Munster HorsePower,"Munster, IN, USA",http://Munsterhorsepower.com
3148,PTC &amp; Boston Latin Academy,Joltz,"Dorchester, MA, USA",None
3149,NASA/jcpenney/Black Cypress, Inc./Mosaic Co./DEC Metals &amp; McKeel Academy of Technology,PANDAMONIUM!,"Lakeland, FL, USA",None
3150,Marriotts Ridge High School Boosters &amp; Marriotts Ridge High School,Mustangs,"Marriottsville, MD, USA",http://steelstangs.com/
3151,Rowan University College of Engineering &amp; GCIT,Cyberstorm,"Sewell, NJ, USA",None
3152,International Paper Corp &amp; Kiamichi Technology Center-Idabel,KTC-Monsters,"Idabel, OK, USA",http://ktcmonsters.com
3154,NASA/jcpenney/Baltimore Area Alliance (BAA) &amp; Loch Raven High School,Robo-Razzaitore &quot;THE RAZZ&quot;,"Baltimore, MD, USA",http://www.lochravenrobotics.com
3155,Southwest Career Technical Academy,Globots,"Las Vegas, NV, USA",http://swcta.net/robotics
3156,Google / Sun Microsystems / Dale Hardware / Life Technologies / Placer Title / Accuracy Machine, Inc. / SRT &amp; Fremont Christian School,Solista,"Fremont, CA, USA",http://www.team3156.com
3157,Bausch &amp; Lomb Corp &amp; East Irondequoit,Eastridge Robotics,"Rochester, NY, USA",http://eastridgerobotics.org/
3158,General Motors México/Tec de Monterrey, Campus Toluca &amp; Tec de Monterrey Campus Toluca, Preparatoria,TECBOT,"Toluca, MEX, Mexico",http://www.tecbot.com.mx
3160,Malone&#39;s CNC Machining, Inc. / Grand Lake Area Robotics Education / Grove Rotary Club / G &amp; M Corkle Charitable Foundation &amp; Grove High School,FROG:  FIRST Robotics Organization of Grove,"Grove, OK, USA",http://www.frog3160.org
3161,Halton Catholic District School Board/Anubis Manufacturing Consultants/Ford Canada/Professional Engineers Ontario/Creative Visual Solutions/Xerox Canada &amp; Holy Trinity Catholic Secondary School and Council,Tronic Titans,"Oakville, ON, Canada",http://www.team3161.ca/
3162,Bausch &amp; Lomb/ZVRS/Cooper Vision/Cross Bros. Co./Rochester Institute of Technology and National Technical Institute for the Deaf/SRT &amp; Rochester School for the Deaf &amp; Monroe BOCES (Deaf and ASL) High Schools,RoBoComm-X,"Rochester, NY, USA",http://www.team3162.com
3163,Tinker AirForce Base/Oklahoma State Department of Education/Public Service of Oklahoma/Oklahoma State University-Institute of Technology &amp; Wilson Public Schools,S.W.A.T.,"Henryetta, OK, USA",http://www.wpstigers.k12.ok.us/robotics/Entrance.html
3164,Lockheed Martin / Tampa Brass and Aluminum &amp; Jesuit Tampa &amp; The Academy of the Holy Names High Schools,Stealth Tigers,"Tampa, FL, USA",http://www.tigerrobotics.com
3165,MJ Murdock/ADEC/Plan Z Development Studios/HDR/Climax/Burgerville/A.R.E. &amp; Newberg High School Industry and Engineering,NewBots,"Newberg, OR, USA",http://Coming Soon
3167,The Boeing Company/Environmental Tectonics Corp/Airline Hydraulics/Crown Holdings Inc./Comcast &amp; Father Judge High School,Environmental Tectonics Crusaders,"Philadelphia, PA, USA",None
3168,2014 FRC Hardship Grant / BAE Systems &amp; Nansemond River High School,Warriors,"Suffolk, VA, USA",http://blogs.spsk12.net/nrhs-robotics
3169,NASA/jcpenney &amp; Oklahoma Christian School,Saint-Borgs,"Edmond, OK, USA",http://www.saintborgs.com/
3170,SRT/Stardust Foundation &amp; Verrado High School,Bearded Dragons,"Buckeye, AZ, USA",http://www.verradorobotics.org
3171,Westhampton Beach High School/Rechler Equity/Caithness Long Island Energy Center/Career &amp; Employment Options (CEO)/Westhampton Architectural Glass/Complete Rehab/Westhampton Beach Rotary/Hampton Jitney/Epoch 5/CBS Insurance/BAE-NH/Mr. Steve Held and Mr. Steve Gordon/Westhampton Plumbing Suppy/True Value/William G Hentschel Agency/Quogue Market/Suffolk County National Bank/Children&#39;s Denistry of Hauppauge/SUSPA, Inc. of North America/Bruce D. Nagel/Dr. and Mrs. Muecke/Quogue Fire Department/SPEON,P.R.I.D.E,"Westhampton Beach, NY, USA",None
3172,Great Plains Manufacturing/Greater Salina Community Foundation/Salina Central Booster Club &amp; Salina Central High School,HorsePOWER,"Salina, KS, USA",http://www.team3172.com
3173,Xylem / PTC / Time Warner Cable / Xerox &amp; McQuaid Jesuit High School,IgKnighters,"Rochester, NY, USA",http://www.igknighters.com/
3174,BAE Systems &amp; ANNISTON HIGH SCHOOL,ROBODAWGS,"ANNISTON, AL, USA",None
3175,Group Stahl/Drs. David and Bernadine Wu/Becker Ventures, LLC/Yates Industries &amp; University Liggett School,Knight Vision,"Grosse Pointe Woods, MI, USA",http://www.KnightVision3175.com/
3176,Rolls-Royce Corporation/WaterJet Cutting of Indiana/Indiana Workforce Development &amp; Brownsburg High School,Purple Precision,"Brownsburg, IN, USA",http://www.brownsburgrobotics.com
3177,Harlan Community Academy High School,Fearless Falcons,"Chicago, IL, USA",None
3179,Adair Masonic Lodge / Oklahoma State Dept of Education / RAE Corporation &amp; Adair High School,The A.N.T.,"Adair, OK, USA",None
3180,NASA/SRT/NSK/Indiana Department of Workforce Development &amp; Indian Creek High School,Blaise of Glory,"Trafalgar, IN, USA",None
3181,SentrySafe/Xerox &amp; Pittsford Central School Dist.,Pittsford Panthers,"Pittsford, NY, USA",http://www.pittsfordrobotics.org/
3182,United Technologies Corporation / Hartford County 4-H / Peening Technologies / SWI Glass &amp; Metal / Comcast / Pratt and Whitney Women&#39;s Council / MIT Lincoln Laboratory / SolidWorks / West Hartford Public Library / University of St. Joseph &amp; Athena&#39;s Warriors,Athena&#39;s Warriors,"West Hartford, CT, USA",http://team3182.org/
3183,SRT &amp; Computers for Communities,EPIC,"Burlington, CT, USA",http://www.epicrobotics.org
3184,CapEx Outsource/Goodrich/Fuller Sales/VoiceNet Technologies &amp; Burnsville High School,Blaze Robotics,"Burnsville, MN, USA",http://www.blazerobotics.org
3185,All American Storage/Attorney Henry Fincher/Filter-Fab Corporation/Filter-Mart Corporation/SRT &amp; Robo-Tech 101,Super Gurus,"Cookeville, TN, USA",None
3186,NASA/Teradata &amp; Dayton Early College Academy,DECAbotz,"Dayton, OH, USA",http://decabotz.wordpress.com/
3187,The Boeing Company/The Microsoft Store/PTC/Employees of Microchip Technology &amp; Arcadia High School,Titans,"Phoenix, AZ, USA",http://www.arcadiarobotics.org
3188,NASA &amp; Islamic Center of Portland,The Robotics Factory,"Portland, OR, USA",http://www.3188factory.com
3189,Google / eBay / Micron / Donlons / Redshift Investigations / DigitalDog / GenCorp Foundation &amp; El Dorado Union High School District,Circuit Breakers,"Placerville, CA, USA",http://www.eduhsdrobotics.org
3190,CAE Electronics Ltd. / KPMG / Miller Thomson Pouliot SENCRL  LLP / Serge St Denis Pharmacien / ICAM / Profile Direct Marketing &amp; Mecha-51 &amp; College Bourget,Mecha-51,"St Lazare, QC, Canada",None
3191,Granite School District &amp; Granite Technical Institute,The Wingnuts,"Salt Lake City, UT, USA",None
3192,Oregon Department of Education / The Boeing Company / Mentor Graphics Corporation / Tektronix / Western Precision Products / Foundation for Tigard-Tualatin Schools / Portland Engineering Inc &amp; Tigard High School Technology Team,Tiger Bytes,"Tigard, OR, USA",http://thstechteam.org
3193,Delphi/NASA/Taylor-Winfield Corp &amp; Austintown Fitch High School,Falco Tech,"Austintown, OH, USA",http://falcotech3193.com/
3194,NASA/jcpenney &amp; Tucson High Magnet School,The BRAINS,"Tucson, AZ, USA",None
3195,BAE Systems/Qualcomm/Pro Specialties Group, Inc./Balboa International Market &amp; Helix Charter High School,Robo Ninjas,"La Mesa, CA, USA",None
3196,Nitro Manufacturing / PTC / Newell Rubbermaid / United Technologies / EnergyUnited / MSC Industrial Supply / Ingersoll Rand / AeroDyn Wind Tunnel / Niagara Bottling, Inc. / Time Warner / Stock Car Steel &amp; Aluminum, Inc / Southpaw Custom Graphics &amp; Pine Lake Preparatory,Team SPORK,"Mooresville, NC, USA",http://www.teamspork.com
3197,Rockwell Automation &amp; Cedarburg High School,HexHounds,"Cedarburg, WI, USA",http://www.cedarburgrobotics.com
3198,NASA/Mountain Parks Electric/Comcast/Dean Kamen of FIRST/Channel 17 Mountain TV/The Spa Doctor/Parallax, Inc./Sagebrush BBQ and Grill/Crown Trophy/J.B. Construction &amp; Development Inc &amp; Middle Park High School,Robotomy,"Granby, CO, USA",http://robotomy3198.wordpress.com/
3200,Lockheed Martin / Seakr Engineering / Career and Technical Education / CatCrib / SHARC &amp; Eaglecrest High School,Raptacon,"Centennial, CO, USA",http://www.raptacon.org/
3201,Kathman Electric/Anonymous Angel/M&amp;amp;S Machine and Manufacturing/Ross Spirit Inc./Brookville IGA/Teri Wallace Attorney/Rhino Robotics/Rumpke/Snap A Loop &amp; Ross High School,Ross Rambotics,"Hamilton, OH, USA",http://www.rossrambotics.com
3202,3M &amp; Harding High School,KnightBots,"St. Paul, MN, USA",http://www.hardingrobotics.org
3203,NASA/American Honda/Battelle Memorial Institute/AEP-American Electric Power &amp; Columbus City Schools,The Unlikely Mix,"Columbus, OH, USA",None
3204,Bank of America/Con Edison/Catholic Foundation for Brooklyn and Queens &amp; The Mary Louis Academy,Steampunk Penguins,"Jamaica Estates, NY, USA",None
3205,STEM Academy &amp; Concord Carlisle High School,Patriots,"Concord, MA, USA",None
3206,3M &amp; Woodbury High School,Royal T-Wrecks,"Woodbury, MN, USA",None
3207,NASA / Platt Electric Supply / Hill Air Force Base &amp; OWATC@Ben Lomond High,Fighting Scots,"Ogden, UT, USA",http://www.owatcfightingscots.com/
3208,NASA/Adaptive Methods/SAIC &amp; Centreville High School,WildBots,"Clifton, VA, USA",http://www.fcps.edu/CentrevilleHS/
3209,NASA &amp; Niles McKinley High School,NHS Robotics,"Niles, OH, USA",http://team3209.com
3210,Liberty High School,Falcons,"Hillsboro, OR, USA",http://libertyrobotics.weebly.com
3211,Rotem Industries Ltd./Rashi foundation/Israeli Ministry of Science/Perrigo/The New Yeruham Foundation &amp; Yeruham Science Center &amp; Ort Sapir Yeruham &amp; Belevav Shalem &amp; Kama &amp; Lehman,The Y Team,"Yeruham, D, Israel",http://frc3211.com/
3212,Yellow Medicine East School District &amp; Yellow Medicine East High School,YME Stingbots,"Granite Falls, MN, USA",None
3213,NASA/Washington State OSPI/Tacoma Metal &amp; Tacoma Schools CTE &amp; Mt.Tahoma High School,Thunder Tech,"Tacoma, WA, USA",http://teamthundertech.com
3214,Smith &amp; Nephew, Inc./jcpenney &amp; Fairley High School,High Tech Hounds,"Memphis, TN, USA",None
3215,Analog Devices / TE Connectivity / Volvo Trucks North America / Teradata / EnergyUnited / ABCO Automation / EMCO Inc. / TechTriad / Honda Aircraft Company &amp; Grimsley High School,Team Prion,"Greensboro, NC, USA",http://www.teamprion.com
3216,Lockheed Martin/International Heart Institute/Eclipse Engineering/WGM Group/Lupine Logic &amp; Missoula County Public Schools,MR T,"Missoula, MT, USA",http://www.mrt3216.org
3217,Edcouch-Elsa High School,L&amp;M,"Edcouch, TX, USA",None
3218,The Boeing Company/Autodesk/OSPI Office of Superintendent of Public Instuction &amp; Bonney Lake High School,Panther Robotics,"Bonney Lake, WA, USA",http://pantherrobotics.org/
3219,Primus International / The Boeing Company / Office of Superintendent of Public Instruction / MultiCare Auburn Medical Center / Pacific Propeller Intl, LLC / Farmers Insurance / Orion Aerospace / Tri-Way / SPEEA / Star Rentals / Paul Bowman / Herbert and Susan Hoover / Tony and Laura Theimer / Ed &amp; Karen Zawislak / Solstice Publishing &amp; Auburn High School,TREAD,"Auburn, WA, USA",http://www.auburnroboticsclub.org
3220,NASA / OSPI &amp; Liberty High School,Mechanics of Mayhem,"Spangle, WA, USA",None
3221,The Boeing Company/Tri-Tec Manufacturing &amp; Kent Meridian High School,KM Royals,"Kent, WA, USA",None
3222,Washington State Robotics Grant / Bezo Family Foundation / Gear Up Program &amp; Clarkston High School,Robot Bantam,"Clarkston, WA, USA",None
3223,NASA/BAE Systems/jcpenney &amp; Central Kitsap High School,POKER Robotics,"Silverdale, WA, USA",None
